Mánuður,Vísitala,Launþegahópur,Eining,gildi
2020M12,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",0.6
2020M12,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",8
2020M12,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,113.8
2020M12,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",0.3
2020M12,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",11.4
2021M01,Launavísitala,Alls,Vísitölugildi,116.1
2021M01,Launavísitala,Alls,"Mánaðarbreyting, %",3.7
2021M01,Launavísitala,Alls,"Ársbreyting, %",10.3
2021M01,Launavísitala,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,115
2021M01,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",2.8
2021M01,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",8.5
2021M01,Launavísitala,Opinberir starfsmenn - alls,Vísitölugildi,118.9
2021M01,Launavísitala,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",5.6
2021M01,Launavísitala,Opinberir starfsmenn - alls,"Ársbreyting, %",16.1
2021M01,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,116.5
2021M01,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",5.3
2021M01,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",13.7
2021M01,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,121.8
2021M01,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",6
2021M01,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",19.1
2021M01,Vísitala grunnlauna,Alls,Vísitölugildi,115.7
2021M01,Vísitala grunnlauna,Alls,"Mánaðarbreyting, %",3.7
2021M01,Vísitala grunnlauna,Alls,"Ársbreyting, %",10.2
2021M01,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,114.6
2021M01,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",2.9
2021M01,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",8.1
2021M01,Vísitala grunnlauna,Opinberir starfsmenn - alls,Vísitölugildi,118.3
2021M01,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",5.8
2021M01,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Ársbreyting, %",15.7
2021M01,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,115.8
2021M01,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",5.2
2021M01,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",13.4
2021M01,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,121.3
2021M01,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",6.6
2021M01,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",18.4
2021M02,Launavísitala,Alls,Vísitölugildi,116.5
2021M02,Launavísitala,Alls,"Mánaðarbreyting, %",0.3
2021M02,Launavísitala,Alls,"Ársbreyting, %",10.6
2021M02,Launavísitala,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,115.4
2021M02,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",0.4
2021M02,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",8.7
2021M02,Launavísitala,Opinberir starfsmenn - alls,Vísitölugildi,119.7
2021M02,Launavísitala,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",0.7
2021M02,Launavísitala,Opinberir starfsmenn - alls,"Ársbreyting, %",16
2021M02,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,117.1
2021M02,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",0.5
2021M02,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",13.9
2021M02,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,122.8
2021M02,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",0.8
2021M02,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",18.5
2021M02,Vísitala grunnlauna,Alls,Vísitölugildi,116
2021M02,Vísitala grunnlauna,Alls,"Mánaðarbreyting, %",0.2
2021M02,Vísitala grunnlauna,Alls,"Ársbreyting, %",10.1
2021M02,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,114.9
2021M02,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",0.3
2021M02,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",8.1
2021M02,Vísitala grunnlauna,Opinberir starfsmenn - alls,Vísitölugildi,118.5
2021M02,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",0.1
2021M02,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Ársbreyting, %",15.4
2021M02,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,116.1
2021M02,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",0.2
2021M02,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",13.3
2021M02,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,121.4
2021M02,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",0.1
2021M02,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",17.8
2021M03,Launavísitala,Alls,Vísitölugildi,116.9
2021M03,Launavísitala,Alls,"Mánaðarbreyting, %",0.4
2021M03,Launavísitala,Alls,"Ársbreyting, %",10.6
2021M03,Launavísitala,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,115.8
2021M03,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",0.3
2021M03,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",8.6
2021M03,Launavísitala,Opinberir starfsmenn - alls,Vísitölugildi,119.5
2021M03,Launavísitala,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",-0.1
2021M03,Launavísitala,Opinberir starfsmenn - alls,"Ársbreyting, %",15.5
2021M03,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,116.8
2021M03,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",-0.3
2021M03,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",13.6
2021M03,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,122.8
2021M03,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",0
2021M03,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",17.9
2021M03,Vísitala grunnlauna,Alls,Vísitölugildi,116.2
2021M03,Vísitala grunnlauna,Alls,"Mánaðarbreyting, %",0.2
2021M03,Vísitala grunnlauna,Alls,"Ársbreyting, %",9.9
2021M03,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,115.2
2021M03,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",0.2
2021M03,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",8.1
2021M03,Vísitala grunnlauna,Opinberir starfsmenn - alls,Vísitölugildi,118.7
2021M03,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",0.1
2021M03,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Ársbreyting, %",14.8
2021M03,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,116.2
2021M03,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",0.1
2021M03,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",13.4
2021M03,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,121.5
2021M03,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",0.1
2021M03,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",16.6
2021M04,Launavísitala,Alls,Vísitölugildi,117.2
2021M04,Launavísitala,Alls,"Mánaðarbreyting, %",0.3
2021M04,Launavísitala,Alls,"Ársbreyting, %",7.4
2021M04,Launavísitala,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,116.2
2021M04,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",0.4
2021M04,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",5.8
2021M04,Launavísitala,Opinberir starfsmenn - alls,Vísitölugildi,119.8
2021M04,Launavísitala,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",0.2
2021M04,Launavísitala,Opinberir starfsmenn - alls,"Ársbreyting, %",11.1
2021M04,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,117.4
2021M04,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",0.5
2021M04,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",9.9
2021M04,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,122.7
2021M04,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",-0.1
2021M04,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",12.6
2021M04,Vísitala grunnlauna,Alls,Vísitölugildi,116.6
2021M04,Vísitala grunnlauna,Alls,"Mánaðarbreyting, %",0.3
2021M04,Vísitala grunnlauna,Alls,"Ársbreyting, %",6.9
2021M04,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,115.6
2021M04,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",0.4
2021M04,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",5.3
2021M04,Vísitala grunnlauna,Opinberir starfsmenn - alls,Vísitölugildi,119
2021M04,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",0.3
2021M04,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Ársbreyting, %",11.1
2021M04,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,116.7
2021M04,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",0.4
2021M04,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",9.9
2021M04,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,121.7
2021M04,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",0.1
2021M04,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",12.5
2021M05,Launavísitala,Alls,Vísitölugildi,117.7
2021M05,Launavísitala,Alls,"Mánaðarbreyting, %",0.4
2021M05,Launavísitala,Alls,"Ársbreyting, %",7.5
2021M05,Launavísitala,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,116.5
2021M05,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",0.2
2021M05,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",5.8
2021M05,Launavísitala,Opinberir starfsmenn - alls,Vísitölugildi,121.5
2021M05,Launavísitala,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",1.4
2021M05,Launavísitala,Opinberir starfsmenn - alls,"Ársbreyting, %",12.4
2021M05,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,118.9
2021M05,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",1.3
2021M05,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",10.7
2021M05,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,124.6
2021M05,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",1.5
2021M05,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",14.5
2021M05,Vísitala grunnlauna,Alls,Vísitölugildi,117.4
2021M05,Vísitala grunnlauna,Alls,"Mánaðarbreyting, %",0.7
2021M05,Vísitala grunnlauna,Alls,"Ársbreyting, %",7.2
2021M05,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,115.9
2021M05,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",0.3
2021M05,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",5.3
2021M05,Vísitala grunnlauna,Opinberir starfsmenn - alls,Vísitölugildi,120.9
2021M05,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",1.7
2021M05,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Ársbreyting, %",12.4
2021M05,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,118.9
2021M05,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",1.9
2021M05,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",11.3
2021M05,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,123.3
2021M05,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",1.4
2021M05,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",13.5
2021M06,Launavísitala,Alls,Vísitölugildi,118.2
2021M06,Launavísitala,Alls,"Mánaðarbreyting, %",0.4
2021M06,Launavísitala,Alls,"Ársbreyting, %",7.7
2021M06,Launavísitala,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,116.8
2021M06,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",0.2
2021M06,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",5.9
2021M06,Launavísitala,Opinberir starfsmenn - alls,Vísitölugildi,121.9
2021M06,Launavísitala,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",0.4
2021M06,Launavísitala,Opinberir starfsmenn - alls,"Ársbreyting, %",12.9
2021M06,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,119.2
2021M06,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",0.2
2021M06,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",10.9
2021M06,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,125.2
2021M06,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",0.5
2021M06,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",15.3
2021M06,Vísitala grunnlauna,Alls,Vísitölugildi,117.6
2021M06,Vísitala grunnlauna,Alls,"Mánaðarbreyting, %",0.2
2021M06,Vísitala grunnlauna,Alls,"Ársbreyting, %",7.1
2021M06,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,116.2
2021M06,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",0.2
2021M06,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",5.2
2021M06,Vísitala grunnlauna,Opinberir starfsmenn - alls,Vísitölugildi,121.1
2021M06,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",0.1
2021M06,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Ársbreyting, %",12.2
2021M06,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,119.1
2021M06,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",0.1
2021M06,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",11
2021M06,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,123.5
2021M06,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",0.1
2021M06,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",13.6
2021M07,Launavísitala,Alls,Vísitölugildi,118
2021M07,Launavísitala,Alls,"Mánaðarbreyting, %",-0.1
2021M07,Launavísitala,Alls,"Ársbreyting, %",7.8
2021M07,Launavísitala,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,116.9
2021M07,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",0.1
2021M07,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",6.2
2021M07,Launavísitala,Opinberir starfsmenn - alls,Vísitölugildi,120.9
2021M07,Launavísitala,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",-0.9
2021M07,Launavísitala,Opinberir starfsmenn - alls,"Ársbreyting, %",11.8
2021M07,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,118.2
2021M07,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",-0.9
2021M07,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",9.9
2021M07,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,124.1
2021M07,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",-0.8
2021M07,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",14.2
2021M07,Vísitala grunnlauna,Alls,Vísitölugildi,117.9
2021M07,Vísitala grunnlauna,Alls,"Mánaðarbreyting, %",0.3
2021M07,Vísitala grunnlauna,Alls,"Ársbreyting, %",7.2
2021M07,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,116.5
2021M07,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",0.3
2021M07,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",5.5
2021M07,Vísitala grunnlauna,Opinberir starfsmenn - alls,Vísitölugildi,121.3
2021M07,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",0.2
2021M07,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Ársbreyting, %",11.6
2021M07,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,119.4
2021M07,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",0.3
2021M07,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",10.4
2021M07,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,123.5
2021M07,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",0
2021M07,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",13
2021M08,Launavísitala,Alls,Vísitölugildi,118.4
2021M08,Launavísitala,Alls,"Mánaðarbreyting, %",0.3
2021M08,Launavísitala,Alls,"Ársbreyting, %",7.9
2021M08,Launavísitala,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,117.3
2021M08,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",0.3
2021M08,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",6.3
2021M08,Launavísitala,Opinberir starfsmenn - alls,Vísitölugildi,120.8
2021M08,Launavísitala,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",-0.1
2021M08,Launavísitala,Opinberir starfsmenn - alls,"Ársbreyting, %",11.3
2021M08,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,118.2
2021M08,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",0
2021M08,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",9.9
2021M08,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,124
2021M08,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",-0.1
2021M08,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",13.2
2021M08,Vísitala grunnlauna,Alls,Vísitölugildi,118.1
2021M08,Vísitala grunnlauna,Alls,"Mánaðarbreyting, %",0.2
2021M08,Vísitala grunnlauna,Alls,"Ársbreyting, %",7.1
2021M08,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,116.7
2021M08,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",0.2
2021M08,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",5.5
2021M08,Vísitala grunnlauna,Opinberir starfsmenn - alls,Vísitölugildi,121.4
2021M08,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",0.1
2021M08,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Ársbreyting, %",11.1
2021M08,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,119.5
2021M08,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",0.1
2021M08,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",10.3
2021M08,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,123.6
2021M08,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",0.1
2021M08,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",12.1
2021M09,Launavísitala,Alls,Vísitölugildi,119.2
2021M09,Launavísitala,Alls,"Mánaðarbreyting, %",0.7
2021M09,Launavísitala,Alls,"Ársbreyting, %",7.7
2021M09,Launavísitala,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,118
2021M09,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",0.6
2021M09,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",6.3
2021M09,Launavísitala,Opinberir starfsmenn - alls,Vísitölugildi,122.4
2021M09,Launavísitala,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",1.3
2021M09,Launavísitala,Opinberir starfsmenn - alls,"Ársbreyting, %",11.3
2021M09,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,119.8
2021M09,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",1.4
2021M09,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",10
2021M09,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,125.5
2021M09,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",1.2
2021M09,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",12.7
2021M09,Vísitala grunnlauna,Alls,Vísitölugildi,118.4
2021M09,Vísitala grunnlauna,Alls,"Mánaðarbreyting, %",0.3
2021M09,Vísitala grunnlauna,Alls,"Ársbreyting, %",7.1
2021M09,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,117.1
2021M09,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",0.3
2021M09,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",5.6
2021M09,Vísitala grunnlauna,Opinberir starfsmenn - alls,Vísitölugildi,121.7
2021M09,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",0.2
2021M09,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Ársbreyting, %",10.9
2021M09,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,119.8
2021M09,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",0.2
2021M09,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",10.3
2021M09,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,123.9
2021M09,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",0.3
2021M09,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",11.7
2021M10,Launavísitala,Alls,Vísitölugildi,119.8
2021M10,Launavísitala,Alls,"Mánaðarbreyting, %",0.5
2021M10,Launavísitala,Alls,"Ársbreyting, %",7.6
2021M10,Launavísitala,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,118.7
2021M10,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",0.6
2021M10,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",6.5
2021M10,Launavísitala,Opinberir starfsmenn - alls,Vísitölugildi,123
2021M10,Launavísitala,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",0.5
2021M10,Launavísitala,Opinberir starfsmenn - alls,"Ársbreyting, %",10.4
2021M10,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,120.3
2021M10,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",0.4
2021M10,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",9.5
2021M10,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,126.2
2021M10,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",0.5
2021M10,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",11.7
2021M10,Vísitala grunnlauna,Alls,Vísitölugildi,118.8
2021M10,Vísitala grunnlauna,Alls,"Mánaðarbreyting, %",0.3
