Mánuður,Vísitala,Launþegahópur,Eining,gildi
2025M01,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",3.7
2025M01,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",10.2
2025M01,Launavísitala,Opinberir starfsmenn - alls,Vísitölugildi,158
2025M01,Launavísitala,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",1.2
2025M01,Launavísitala,Opinberir starfsmenn - alls,"Ársbreyting, %",6.3
2025M01,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,151.9
2025M01,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",1.1
2025M01,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",5.9
2025M01,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,165
2025M01,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",1.3
2025M01,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",6.7
2025M01,Vísitala grunnlauna,Alls,Vísitölugildi,155.1
2025M01,Vísitala grunnlauna,Alls,"Mánaðarbreyting, %",2.7
2025M01,Vísitala grunnlauna,Alls,"Ársbreyting, %",9
2025M01,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,155.7
2025M01,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",3.5
2025M01,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",10.2
2025M01,Vísitala grunnlauna,Opinberir starfsmenn - alls,Vísitölugildi,153.9
2025M01,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",0.5
2025M01,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Ársbreyting, %",5.8
2025M01,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,149.7
2025M01,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",0.5
2025M01,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",5.7
2025M01,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,158.7
2025M01,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",0.5
2025M01,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",5.9
2025M02,Launavísitala,Alls,Vísitölugildi,158
2025M02,Launavísitala,Alls,"Mánaðarbreyting, %",0
2025M02,Launavísitala,Alls,"Ársbreyting, %",9
2025M02,Launavísitala,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,158.1
2025M02,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",0.1
2025M02,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",10.1
2025M02,Launavísitala,Opinberir starfsmenn - alls,Vísitölugildi,157.1
2025M02,Launavísitala,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",-0.6
2025M02,Launavísitala,Opinberir starfsmenn - alls,"Ársbreyting, %",6.1
2025M02,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,151.2
2025M02,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",-0.5
2025M02,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",5.9
2025M02,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,164
2025M02,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",-0.6
2025M02,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",6.4
2025M02,Vísitala grunnlauna,Alls,Vísitölugildi,155.7
2025M02,Vísitala grunnlauna,Alls,"Mánaðarbreyting, %",0.4
2025M02,Vísitala grunnlauna,Alls,"Ársbreyting, %",9.1
2025M02,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,156.3
2025M02,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",0.4
2025M02,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",10.4
2025M02,Vísitala grunnlauna,Opinberir starfsmenn - alls,Vísitölugildi,154.1
2025M02,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",0.1
2025M02,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Ársbreyting, %",5.8
2025M02,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,149.9
2025M02,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",0.1
2025M02,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",5.6
2025M02,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,158.9
2025M02,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",0.1
2025M02,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",5.9
2025M03,Launavísitala,Alls,Vísitölugildi,158.6
2025M03,Launavísitala,Alls,"Mánaðarbreyting, %",0.4
2025M03,Launavísitala,Alls,"Ársbreyting, %",6.9
2025M03,Launavísitala,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,158.3
2025M03,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",0.1
2025M03,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",6.8
2025M03,Launavísitala,Opinberir starfsmenn - alls,Vísitölugildi,158.8
2025M03,Launavísitala,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",1.1
2025M03,Launavísitala,Opinberir starfsmenn - alls,"Ársbreyting, %",7.7
2025M03,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,151.3
2025M03,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",0.1
2025M03,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",6.3
2025M03,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,167.7
2025M03,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",2.2
2025M03,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",9.2
2025M03,Vísitala grunnlauna,Alls,Vísitölugildi,156.6
2025M03,Vísitala grunnlauna,Alls,"Mánaðarbreyting, %",0.6
2025M03,Vísitala grunnlauna,Alls,"Ársbreyting, %",6.9
2025M03,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,156.7
2025M03,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",0.3
2025M03,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",7.1
2025M03,Vísitala grunnlauna,Opinberir starfsmenn - alls,Vísitölugildi,156.8
2025M03,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",1.7
2025M03,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Ársbreyting, %",7.4
2025M03,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,150.8
2025M03,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",0.6
2025M03,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",6
2025M03,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,163.7
2025M03,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",3
2025M03,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",9
2025M04,Launavísitala,Alls,Vísitölugildi,161.4
2025M04,Launavísitala,Alls,"Mánaðarbreyting, %",1.8
2025M04,Launavísitala,Alls,"Ársbreyting, %",8.2
2025M04,Launavísitala,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,159.2
2025M04,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",0.6
2025M04,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",6.8
2025M04,Launavísitala,Opinberir starfsmenn - alls,Vísitölugildi,166.5
2025M04,Launavísitala,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",4.8
2025M04,Launavísitala,Opinberir starfsmenn - alls,"Ársbreyting, %",11.8
2025M04,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,158.8
2025M04,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",5
2025M04,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",10.3
2025M04,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,175.5
2025M04,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",4.6
2025M04,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",13.4
2025M04,Vísitala grunnlauna,Alls,Vísitölugildi,158.8
2025M04,Vísitala grunnlauna,Alls,"Mánaðarbreyting, %",1.4
2025M04,Vísitala grunnlauna,Alls,"Ársbreyting, %",8.3
2025M04,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,157.1
2025M04,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",0.3
2025M04,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",7
2025M04,Vísitala grunnlauna,Opinberir starfsmenn - alls,Vísitölugildi,163.7
2025M04,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",4.4
2025M04,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Ársbreyting, %",12.1
2025M04,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,157.9
2025M04,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",4.7
2025M04,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",10.9
2025M04,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,170.4
2025M04,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",4.1
2025M04,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",13.4
2025M05,Launavísitala,Alls,Vísitölugildi,161.7
2025M05,Launavísitala,Alls,"Mánaðarbreyting, %",0.2
2025M05,Launavísitala,Alls,"Ársbreyting, %",8.3
2025M05,Launavísitala,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,159.4
2025M05,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",0.1
2025M05,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",6.5
2025M05,Launavísitala,Opinberir starfsmenn - alls,Vísitölugildi,167.7
2025M05,Launavísitala,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",0.7
2025M05,Launavísitala,Opinberir starfsmenn - alls,"Ársbreyting, %",13.1
2025M05,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,160.3
2025M05,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",0.9
2025M05,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",12
2025M05,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,176.3
2025M05,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",0.5
2025M05,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",14.3
2025M05,Vísitala grunnlauna,Alls,Vísitölugildi,159.3
2025M05,Vísitala grunnlauna,Alls,"Mánaðarbreyting, %",0.3
2025M05,Vísitala grunnlauna,Alls,"Ársbreyting, %",8.3
2025M05,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,157.5
2025M05,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",0.2
2025M05,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",6.7
2025M05,Vísitala grunnlauna,Opinberir starfsmenn - alls,Vísitölugildi,164.3
2025M05,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",0.3
2025M05,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Ársbreyting, %",12.3
2025M05,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,158.7
2025M05,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",0.6
2025M05,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",11.3
2025M05,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,170.6
2025M05,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",0.1
2025M05,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",13.4
2025M06,Launavísitala,Alls,Vísitölugildi,162.3
2025M06,Launavísitala,Alls,"Mánaðarbreyting, %",0.4
2025M06,Launavísitala,Alls,"Ársbreyting, %",8.2
2025M06,Launavísitala,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,160.3
2025M06,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",0.5
2025M06,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",6.7
2025M06,Launavísitala,Opinberir starfsmenn - alls,Vísitölugildi,167.5
2025M06,Launavísitala,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",-0.1
2025M06,Launavísitala,Opinberir starfsmenn - alls,"Ársbreyting, %",12.3
2025M06,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,160.2
2025M06,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",-0.1
2025M06,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",10.9
2025M06,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,176
2025M06,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",-0.2
2025M06,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",13.8
2025M06,Vísitala grunnlauna,Alls,Vísitölugildi,160
2025M06,Vísitala grunnlauna,Alls,"Mánaðarbreyting, %",0.5
2025M06,Vísitala grunnlauna,Alls,"Ársbreyting, %",8
2025M06,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,158.4
2025M06,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",0.6
2025M06,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",6.7
2025M06,Vísitala grunnlauna,Opinberir starfsmenn - alls,Vísitölugildi,164.7
2025M06,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",0.3
2025M06,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Ársbreyting, %",11.8
2025M06,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,159.3
2025M06,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",0.4
2025M06,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",10.7
2025M06,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,170.9
2025M06,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",0.2
2025M06,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",13
2025M07,Launavísitala,Alls,Vísitölugildi,162
2025M07,Launavísitala,Alls,"Mánaðarbreyting, %",-0.2
2025M07,Launavísitala,Alls,"Ársbreyting, %",7.6
2025M07,Launavísitala,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,160.2
2025M07,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",-0.1
2025M07,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",6.4
2025M07,Launavísitala,Opinberir starfsmenn - alls,Vísitölugildi,166.3
2025M07,Launavísitala,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",-0.7
2025M07,Launavísitala,Opinberir starfsmenn - alls,"Ársbreyting, %",11
2025M07,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,159.3
2025M07,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",-0.5
2025M07,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",10.4
2025M07,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,174.5
2025M07,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",-0.8
2025M07,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",11.6
2025M07,Vísitala grunnlauna,Alls,Vísitölugildi,160.4
2025M07,Vísitala grunnlauna,Alls,"Mánaðarbreyting, %",0.2
2025M07,Vísitala grunnlauna,Alls,"Ársbreyting, %",7.7
2025M07,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,158.7
2025M07,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",0.2
2025M07,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",6.6
2025M07,Vísitala grunnlauna,Opinberir starfsmenn - alls,Vísitölugildi,165.1
2025M07,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",0.2
2025M07,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Ársbreyting, %",10.8
2025M07,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,160
2025M07,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",0.4
2025M07,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",10.2
2025M07,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,171
2025M07,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",0.1
2025M07,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",11.3
2025M08,Launavísitala,Alls,Vísitölugildi,162.2
2025M08,Launavísitala,Alls,"Mánaðarbreyting, %",0.1
2025M08,Launavísitala,Alls,"Ársbreyting, %",7.7
2025M08,Launavísitala,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,160.3
2025M08,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",0.1
2025M08,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",6.4
2025M08,Launavísitala,Opinberir starfsmenn - alls,Vísitölugildi,166.5
2025M08,Launavísitala,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",0.1
2025M08,Launavísitala,Opinberir starfsmenn - alls,"Ársbreyting, %",11.2
2025M08,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,159.4
2025M08,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",0.1
2025M08,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",10.6
2025M08,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,174.7
2025M08,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",0.1
2025M08,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",11.8
2025M08,Vísitala grunnlauna,Alls,Vísitölugildi,160.7
2025M08,Vísitala grunnlauna,Alls,"Mánaðarbreyting, %",0.2
2025M08,Vísitala grunnlauna,Alls,"Ársbreyting, %",7.7
2025M08,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,158.9
2025M08,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",0.1
2025M08,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",6.6
2025M08,Vísitala grunnlauna,Opinberir starfsmenn - alls,Vísitölugildi,165.4
2025M08,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",0.2
2025M08,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Ársbreyting, %",10.7
2025M08,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,160.3
2025M08,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",0.2
2025M08,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",10.3
2025M08,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,171.3
2025M08,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",0.2
2025M08,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",11.1
2025M09,Launavísitala,Alls,Vísitölugildi,163.5
2025M09,Launavísitala,Alls,"Mánaðarbreyting, %",0.8
2025M09,Launavísitala,Alls,"Ársbreyting, %",7.8
2025M09,Launavísitala,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,161.3
2025M09,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",0.7
2025M09,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",6.5
2025M09,Launavísitala,Opinberir starfsmenn - alls,Vísitölugildi,169.3
2025M09,Launavísitala,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",1.7
2025M09,Launavísitala,Opinberir starfsmenn - alls,"Ársbreyting, %",11.4
2025M09,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,162.9
2025M09,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",2.2
2025M09,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",11.3
2025M09,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,176.6
2025M09,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",1.1
2025M09,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",11.6
2025M09,Vísitala grunnlauna,Alls,Vísitölugildi,161.3
2025M09,Vísitala grunnlauna,Alls,"Mánaðarbreyting, %",0.4
2025M09,Vísitala grunnlauna,Alls,"Ársbreyting, %",7.8
2025M09,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,159.4
2025M09,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",0.3
2025M09,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",6.6
2025M09,Vísitala grunnlauna,Opinberir starfsmenn - alls,Vísitölugildi,166.5
2025M09,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",0.7
2025M09,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Ársbreyting, %",11
2025M09,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,162.1
