Ár,Ársfjórðungur,Launþegahópur,Breyting,gildi
2014,4. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,"Breyting frá fyrri ársfjórðungi, %",0.6
2014,4. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,"Breyting frá fyrra ári, %",6.8
2014,4. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitala,189.4
2014,4. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Breyting frá fyrri ársfjórðungi, %",2.4
2014,4. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Breyting frá fyrra ári, %",10.3
2014,Meðaltal ársins,Starfsmenn á almennum vinnumarkaði,Vísitala,185.9
2014,Meðaltal ársins,Starfsmenn á almennum vinnumarkaði,"Breyting frá fyrra ári, %",5.8
2014,Meðaltal ársins,Opinberir starfsmenn - alls,Vísitala,178.9
2014,Meðaltal ársins,Opinberir starfsmenn - alls,"Breyting frá fyrra ári, %",6.3
2014,Meðaltal ársins,Opinberir starfsmenn - ríkisstarfsmenn,Vísitala,177.5
2014,Meðaltal ársins,Opinberir starfsmenn - ríkisstarfsmenn,"Breyting frá fyrra ári, %",6.2
2014,Meðaltal ársins,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitala,180.6
2014,Meðaltal ársins,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Breyting frá fyrra ári, %",6.5
2015,1. ársfjórðungur,Starfsmenn á almennum vinnumarkaði,Vísitala,190.9
2015,1. ársfjórðungur,Starfsmenn á almennum vinnumarkaði,"Breyting frá fyrri ársfjórðungi, %",1
2015,1. ársfjórðungur,Starfsmenn á almennum vinnumarkaði,"Breyting frá fyrra ári, %",4.6
2015,1. ársfjórðungur,Opinberir starfsmenn - alls,Vísitala,188.1
2015,1. ársfjórðungur,Opinberir starfsmenn - alls,"Breyting frá fyrri ársfjórðungi, %",1.6
2015,1. ársfjórðungur,Opinberir starfsmenn - alls,"Breyting frá fyrra ári, %",9.4
2015,1. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,Vísitala,184.1
2015,1. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,"Breyting frá fyrri ársfjórðungi, %",1.6
2015,1. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,"Breyting frá fyrra ári, %",7.4
2015,1. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitala,192.4
2015,1. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Breyting frá fyrri ársfjórðungi, %",1.6
2015,1. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Breyting frá fyrra ári, %",11.6
2015,2. ársfjórðungur,Starfsmenn á almennum vinnumarkaði,Vísitala,194.4
2015,2. ársfjórðungur,Starfsmenn á almennum vinnumarkaði,"Breyting frá fyrri ársfjórðungi, %",1.9
2015,2. ársfjórðungur,Starfsmenn á almennum vinnumarkaði,"Breyting frá fyrra ári, %",4.8
2015,2. ársfjórðungur,Opinberir starfsmenn - alls,Vísitala,190.2
2015,2. ársfjórðungur,Opinberir starfsmenn - alls,"Breyting frá fyrri ársfjórðungi, %",1.2
2015,2. ársfjórðungur,Opinberir starfsmenn - alls,"Breyting frá fyrra ári, %",7.8
2015,2. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,Vísitala,185.4
2015,2. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,"Breyting frá fyrri ársfjórðungi, %",0.8
2015,2. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,"Breyting frá fyrra ári, %",5.1
2015,2. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitala,195.5
2015,2. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Breyting frá fyrri ársfjórðungi, %",1.6
2015,2. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Breyting frá fyrra ári, %",11
2015,3. ársfjórðungur,Starfsmenn á almennum vinnumarkaði,Vísitala,202.2
2015,3. ársfjórðungur,Starfsmenn á almennum vinnumarkaði,"Breyting frá fyrri ársfjórðungi, %",4
2015,3. ársfjórðungur,Starfsmenn á almennum vinnumarkaði,"Breyting frá fyrra ári, %",8.3
2015,3. ársfjórðungur,Opinberir starfsmenn - alls,Vísitala,194.6
2015,3. ársfjórðungur,Opinberir starfsmenn - alls,"Breyting frá fyrri ársfjórðungi, %",2.3
2015,3. ársfjórðungur,Opinberir starfsmenn - alls,"Breyting frá fyrra ári, %",6.7
2015,3. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,Vísitala,192.1
2015,3. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,"Breyting frá fyrri ársfjórðungi, %",3.6
2015,3. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,"Breyting frá fyrra ári, %",6
2015,3. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitala,198.5
2015,3. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Breyting frá fyrri ársfjórðungi, %",1.6
2015,3. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Breyting frá fyrra ári, %",7.4
2015,4. ársfjórðungur,Starfsmenn á almennum vinnumarkaði,Vísitala,205.7
2015,4. ársfjórðungur,Starfsmenn á almennum vinnumarkaði,"Breyting frá fyrri ársfjórðungi, %",1.8
2015,4. ársfjórðungur,Starfsmenn á almennum vinnumarkaði,"Breyting frá fyrra ári, %",8.9
2015,4. ársfjórðungur,Opinberir starfsmenn - alls,Vísitala,201.8
2015,4. ársfjórðungur,Opinberir starfsmenn - alls,"Breyting frá fyrri ársfjórðungi, %",3.7
2015,4. ársfjórðungur,Opinberir starfsmenn - alls,"Breyting frá fyrra ári, %",9
2015,4. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,Vísitala,200
2015,4. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,"Breyting frá fyrri ársfjórðungi, %",4.2
2015,4. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,"Breyting frá fyrra ári, %",10.2
2015,4. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitala,203.8
2015,4. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Breyting frá fyrri ársfjórðungi, %",2.6
2015,4. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Breyting frá fyrra ári, %",7.6
2015,Meðaltal ársins,Starfsmenn á almennum vinnumarkaði,Vísitala,198.2
2015,Meðaltal ársins,Starfsmenn á almennum vinnumarkaði,"Breyting frá fyrra ári, %",6.6
2015,Meðaltal ársins,Opinberir starfsmenn - alls,Vísitala,193.6
2015,Meðaltal ársins,Opinberir starfsmenn - alls,"Breyting frá fyrra ári, %",8.2
2015,Meðaltal ársins,Opinberir starfsmenn - ríkisstarfsmenn,Vísitala,190.4
2015,Meðaltal ársins,Opinberir starfsmenn - ríkisstarfsmenn,"Breyting frá fyrra ári, %",7.2
2015,Meðaltal ársins,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitala,197.5
2015,Meðaltal ársins,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Breyting frá fyrra ári, %",9.4
2016,1. ársfjórðungur,Starfsmenn á almennum vinnumarkaði,Vísitala,213.4
2016,1. ársfjórðungur,Starfsmenn á almennum vinnumarkaði,"Breyting frá fyrri ársfjórðungi, %",3.7
2016,1. ársfjórðungur,Starfsmenn á almennum vinnumarkaði,"Breyting frá fyrra ári, %",11.8
2016,1. ársfjórðungur,Opinberir starfsmenn - alls,Vísitala,209.3
2016,1. ársfjórðungur,Opinberir starfsmenn - alls,"Breyting frá fyrri ársfjórðungi, %",3.7
2016,1. ársfjórðungur,Opinberir starfsmenn - alls,"Breyting frá fyrra ári, %",11.3
2016,1. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,Vísitala,205.9
2016,1. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,"Breyting frá fyrri ársfjórðungi, %",3
2016,1. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,"Breyting frá fyrra ári, %",12
2016,1. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitala,213.2
2016,1. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Breyting frá fyrri ársfjórðungi, %",4.6
2016,1. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Breyting frá fyrra ári, %",10.8
2016,2. ársfjórðungur,Starfsmenn á almennum vinnumarkaði,Vísitala,220.7
2016,2. ársfjórðungur,Starfsmenn á almennum vinnumarkaði,"Breyting frá fyrri ársfjórðungi, %",3.4
2016,2. ársfjórðungur,Starfsmenn á almennum vinnumarkaði,"Breyting frá fyrra ári, %",13.5
2016,2. ársfjórðungur,Opinberir starfsmenn - alls,Vísitala,214.4
2016,2. ársfjórðungur,Opinberir starfsmenn - alls,"Breyting frá fyrri ársfjórðungi, %",2.4
2016,2. ársfjórðungur,Opinberir starfsmenn - alls,"Breyting frá fyrra ári, %",12.7
2016,2. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,Vísitala,211.2
2016,2. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,"Breyting frá fyrri ársfjórðungi, %",2.6
2016,2. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,"Breyting frá fyrra ári, %",14
2016,2. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitala,217.9
2016,2. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Breyting frá fyrri ársfjórðungi, %",2.2
2016,2. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Breyting frá fyrra ári, %",11.5
2016,3. ársfjórðungur,Starfsmenn á almennum vinnumarkaði,Vísitala,222.4
2016,3. ársfjórðungur,Starfsmenn á almennum vinnumarkaði,"Breyting frá fyrri ársfjórðungi, %",0.8
2016,3. ársfjórðungur,Starfsmenn á almennum vinnumarkaði,"Breyting frá fyrra ári, %",10
2016,3. ársfjórðungur,Opinberir starfsmenn - alls,Vísitala,222
2016,3. ársfjórðungur,Opinberir starfsmenn - alls,"Breyting frá fyrri ársfjórðungi, %",3.5
2016,3. ársfjórðungur,Opinberir starfsmenn - alls,"Breyting frá fyrra ári, %",14.1
2016,3. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,Vísitala,220
2016,3. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,"Breyting frá fyrri ársfjórðungi, %",4.2
2016,3. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,"Breyting frá fyrra ári, %",14.6
2016,3. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitala,224.2
2016,3. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Breyting frá fyrri ársfjórðungi, %",2.9
2016,3. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Breyting frá fyrra ári, %",12.9
2016,4. ársfjórðungur,Starfsmenn á almennum vinnumarkaði,Vísitala,224.8
2016,4. ársfjórðungur,Starfsmenn á almennum vinnumarkaði,"Breyting frá fyrri ársfjórðungi, %",1.1
2016,4. ársfjórðungur,Starfsmenn á almennum vinnumarkaði,"Breyting frá fyrra ári, %",9.3
2016,4. ársfjórðungur,Opinberir starfsmenn - alls,Vísitala,224.1
2016,4. ársfjórðungur,Opinberir starfsmenn - alls,"Breyting frá fyrri ársfjórðungi, %",0.9
2016,4. ársfjórðungur,Opinberir starfsmenn - alls,"Breyting frá fyrra ári, %",11.1
2016,4. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,Vísitala,222.3
2016,4. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,"Breyting frá fyrri ársfjórðungi, %",1
2016,4. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,"Breyting frá fyrra ári, %",11.2
2016,4. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitala,226.2
2016,4. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Breyting frá fyrri ársfjórðungi, %",0.9
2016,4. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Breyting frá fyrra ári, %",11
2016,Meðaltal ársins,Starfsmenn á almennum vinnumarkaði,Vísitala,220.3
2016,Meðaltal ársins,Starfsmenn á almennum vinnumarkaði,"Breyting frá fyrra ári, %",11.2
2016,Meðaltal ársins,Opinberir starfsmenn - alls,Vísitala,217.5
2016,Meðaltal ársins,Opinberir starfsmenn - alls,"Breyting frá fyrra ári, %",12.3
2016,Meðaltal ársins,Opinberir starfsmenn - ríkisstarfsmenn,Vísitala,214.9
2016,Meðaltal ársins,Opinberir starfsmenn - ríkisstarfsmenn,"Breyting frá fyrra ári, %",13
2016,Meðaltal ársins,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitala,220.4
2016,Meðaltal ársins,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Breyting frá fyrra ári, %",11.6
2017,1. ársfjórðungur,Starfsmenn á almennum vinnumarkaði,Vísitala,226.4
2017,1. ársfjórðungur,Starfsmenn á almennum vinnumarkaði,"Breyting frá fyrri ársfjórðungi, %",0.7
2017,1. ársfjórðungur,Starfsmenn á almennum vinnumarkaði,"Breyting frá fyrra ári, %",6.1
2017,1. ársfjórðungur,Opinberir starfsmenn - alls,Vísitala,227
2017,1. ársfjórðungur,Opinberir starfsmenn - alls,"Breyting frá fyrri ársfjórðungi, %",1.3
2017,1. ársfjórðungur,Opinberir starfsmenn - alls,"Breyting frá fyrra ári, %",8.5
2017,1. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,Vísitala,223.7
2017,1. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,"Breyting frá fyrri ársfjórðungi, %",0.6
2017,1. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,"Breyting frá fyrra ári, %",8.6
2017,1. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitala,230.7
2017,1. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Breyting frá fyrri ársfjórðungi, %",2
2017,1. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Breyting frá fyrra ári, %",8.2
2017,2. ársfjórðungur,Starfsmenn á almennum vinnumarkaði,Vísitala,234.3
2017,2. ársfjórðungur,Starfsmenn á almennum vinnumarkaði,"Breyting frá fyrri ársfjórðungi, %",3.5
2017,2. ársfjórðungur,Starfsmenn á almennum vinnumarkaði,"Breyting frá fyrra ári, %",6.2
2017,2. ársfjórðungur,Opinberir starfsmenn - alls,Vísitala,231
2017,2. ársfjórðungur,Opinberir starfsmenn - alls,"Breyting frá fyrri ársfjórðungi, %",1.8
2017,2. ársfjórðungur,Opinberir starfsmenn - alls,"Breyting frá fyrra ári, %",7.7
2017,2. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,Vísitala,227
2017,2. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,"Breyting frá fyrri ársfjórðungi, %",1.5
2017,2. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,"Breyting frá fyrra ári, %",7.5
2017,2. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitala,235.7
2017,2. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Breyting frá fyrri ársfjórðungi, %",2.2
2017,2. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Breyting frá fyrra ári, %",8.2
2017,3. ársfjórðungur,Starfsmenn á almennum vinnumarkaði,Vísitala,239
2017,3. ársfjórðungur,Starfsmenn á almennum vinnumarkaði,"Breyting frá fyrri ársfjórðungi, %",2
2017,3. ársfjórðungur,Starfsmenn á almennum vinnumarkaði,"Breyting frá fyrra ári, %",7.5
2017,3. ársfjórðungur,Opinberir starfsmenn - alls,Vísitala,236.9
2017,3. ársfjórðungur,Opinberir starfsmenn - alls,"Breyting frá fyrri ársfjórðungi, %",2.6
2017,3. ársfjórðungur,Opinberir starfsmenn - alls,"Breyting frá fyrra ári, %",6.7
2017,3. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,Vísitala,233.1
2017,3. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,"Breyting frá fyrri ársfjórðungi, %",2.7
2017,3. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,"Breyting frá fyrra ári, %",6
2017,3. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitala,241.2
2017,3. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Breyting frá fyrri ársfjórðungi, %",2.3
2017,3. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Breyting frá fyrra ári, %",7.6
2017,4. ársfjórðungur,Starfsmenn á almennum vinnumarkaði,Vísitala,241.3
2017,4. ársfjórðungur,Starfsmenn á almennum vinnumarkaði,"Breyting frá fyrri ársfjórðungi, %",1
2017,4. ársfjórðungur,Starfsmenn á almennum vinnumarkaði,"Breyting frá fyrra ári, %",7.3
2017,4. ársfjórðungur,Opinberir starfsmenn - alls,Vísitala,238.5
2017,4. ársfjórðungur,Opinberir starfsmenn - alls,"Breyting frá fyrri ársfjórðungi, %",0.7
2017,4. ársfjórðungur,Opinberir starfsmenn - alls,"Breyting frá fyrra ári, %",6.4
2017,4. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,Vísitala,234.9
2017,4. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,"Breyting frá fyrri ársfjórðungi, %",0.8
2017,4. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,"Breyting frá fyrra ári, %",5.7
2017,4. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitala,242.5
2017,4. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Breyting frá fyrri ársfjórðungi, %",0.5
2017,4. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Breyting frá fyrra ári, %",7.2
2017,Meðaltal ársins,Starfsmenn á almennum vinnumarkaði,Vísitala,235.3
2017,Meðaltal ársins,Starfsmenn á almennum vinnumarkaði,"Breyting frá fyrra ári, %",6.8
2017,Meðaltal ársins,Opinberir starfsmenn - alls,Vísitala,233.3
2017,Meðaltal ársins,Opinberir starfsmenn - alls,"Breyting frá fyrra ári, %",7.3
2017,Meðaltal ársins,Opinberir starfsmenn - ríkisstarfsmenn,Vísitala,229.7
2017,Meðaltal ársins,Opinberir starfsmenn - ríkisstarfsmenn,"Breyting frá fyrra ári, %",6.9
2017,Meðaltal ársins,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitala,237.5
2017,Meðaltal ársins,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Breyting frá fyrra ári, %",7.8
2018,1. ársfjórðungur,Starfsmenn á almennum vinnumarkaði,Vísitala,243.9
2018,1. ársfjórðungur,Starfsmenn á almennum vinnumarkaði,"Breyting frá fyrri ársfjórðungi, %",1.1
2018,1. ársfjórðungur,Starfsmenn á almennum vinnumarkaði,"Breyting frá fyrra ári, %",7.7
2018,1. ársfjórðungur,Opinberir starfsmenn - alls,Vísitala,239.9
2018,1. ársfjórðungur,Opinberir starfsmenn - alls,"Breyting frá fyrri ársfjórðungi, %",0.6
2018,1. ársfjórðungur,Opinberir starfsmenn - alls,"Breyting frá fyrra ári, %",5.7
2018,1. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,Vísitala,237
2018,1. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,"Breyting frá fyrri ársfjórðungi, %",0.9
2018,1. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,"Breyting frá fyrra ári, %",5.9
2018,1. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitala,243
2018,1. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Breyting frá fyrri ársfjórðungi, %",0.2
2018,1. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Breyting frá fyrra ári, %",5.3
2018,2. ársfjórðungur,Starfsmenn á almennum vinnumarkaði,Vísitala,250.3
2018,2. ársfjórðungur,Starfsmenn á almennum vinnumarkaði,"Breyting frá fyrri ársfjórðungi, %",2.6
2018,2. ársfjórðungur,Starfsmenn á almennum vinnumarkaði,"Breyting frá fyrra ári, %",6.8
2018,2. ársfjórðungur,Opinberir starfsmenn - alls,Vísitala,244.2
2018,2. ársfjórðungur,Opinberir starfsmenn - alls,"Breyting frá fyrri ársfjórðungi, %",1.8
2018,2. ársfjórðungur,Opinberir starfsmenn - alls,"Breyting frá fyrra ári, %",5.7
2018,2. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,Vísitala,241.9
2018,2. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,"Breyting frá fyrri ársfjórðungi, %",2.1
2018,2. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,"Breyting frá fyrra ári, %",6.6
2018,2. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitala,246.6
2018,2. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Breyting frá fyrri ársfjórðungi, %",1.5
2018,2. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Breyting frá fyrra ári, %",4.6
2018,3. ársfjórðungur,Starfsmenn á almennum vinnumarkaði,Vísitala,253.7
2018,3. ársfjórðungur,Starfsmenn á almennum vinnumarkaði,"Breyting frá fyrri ársfjórðungi, %",1.4
2018,3. ársfjórðungur,Starfsmenn á almennum vinnumarkaði,"Breyting frá fyrra ári, %",6.2
2018,3. ársfjórðungur,Opinberir starfsmenn - alls,Vísitala,250.2
2018,3. ársfjórðungur,Opinberir starfsmenn - alls,"Breyting frá fyrri ársfjórðungi, %",2.5
2018,3. ársfjórðungur,Opinberir starfsmenn - alls,"Breyting frá fyrra ári, %",5.6
2018,3. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,Vísitala,247.6
2018,3. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,"Breyting frá fyrri ársfjórðungi, %",2.4
2018,3. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,"Breyting frá fyrra ári, %",6.2
2018,3. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitala,253.3
2018,3. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Breyting frá fyrri ársfjórðungi, %",2.7
2018,3. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Breyting frá fyrra ári, %",5
2018,4. ársfjórðungur,Starfsmenn á almennum vinnumarkaði,Vísitala,255.9
2018,4. ársfjórðungur,Starfsmenn á almennum vinnumarkaði,"Breyting frá fyrri ársfjórðungi, %",0.9
2018,4. ársfjórðungur,Starfsmenn á almennum vinnumarkaði,"Breyting frá fyrra ári, %",6.1
2018,4. ársfjórðungur,Opinberir starfsmenn - alls,Vísitala,253.1
2018,4. ársfjórðungur,Opinberir starfsmenn - alls,"Breyting frá fyrri ársfjórðungi, %",1.2
2018,4. ársfjórðungur,Opinberir starfsmenn - alls,"Breyting frá fyrra ári, %",6.1
2018,4. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,Vísitala,250
2018,4. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,"Breyting frá fyrri ársfjórðungi, %",1
2018,4. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,"Breyting frá fyrra ári, %",6.4
2018,4. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitala,256.7
2018,4. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Breyting frá fyrri ársfjórðungi, %",1.3
2018,4. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Breyting frá fyrra ári, %",5.9
2018,Meðaltal ársins,Starfsmenn á almennum vinnumarkaði,Vísitala,251
2018,Meðaltal ársins,Starfsmenn á almennum vinnumarkaði,"Breyting frá fyrra ári, %",6.7
2018,Meðaltal ársins,Opinberir starfsmenn - alls,Vísitala,246.8
2018,Meðaltal ársins,Opinberir starfsmenn - alls,"Breyting frá fyrra ári, %",5.8
2018,Meðaltal ársins,Opinberir starfsmenn - ríkisstarfsmenn,Vísitala,244.1
2018,Meðaltal ársins,Opinberir starfsmenn - ríkisstarfsmenn,"Breyting frá fyrra ári, %",6.3
2018,Meðaltal ársins,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitala,249.9
2018,Meðaltal ársins,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Breyting frá fyrra ári, %",5.2
2019,1. ársfjórðungur,Starfsmenn á almennum vinnumarkaði,Vísitala,257.6
2019,1. ársfjórðungur,Starfsmenn á almennum vinnumarkaði,"Breyting frá fyrri ársfjórðungi, %",0.7
2019,1. ársfjórðungur,Starfsmenn á almennum vinnumarkaði,"Breyting frá fyrra ári, %",5.6
2019,1. ársfjórðungur,Opinberir starfsmenn - alls,Vísitala,254.1
2019,1. ársfjórðungur,Opinberir starfsmenn - alls,"Breyting frá fyrri ársfjórðungi, %",0.4
2019,1. ársfjórðungur,Opinberir starfsmenn - alls,"Breyting frá fyrra ári, %",5.9
2019,1. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,Vísitala,251.3
2019,1. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,"Breyting frá fyrri ársfjórðungi, %",0.5
2019,1. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,"Breyting frá fyrra ári, %",6
2019,1. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitala,257.1
2019,1. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Breyting frá fyrri ársfjórðungi, %",0.2
2019,1. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Breyting frá fyrra ári, %",5.8
2019,2. ársfjórðungur,Starfsmenn á almennum vinnumarkaði,Vísitala,264.4
2019,2. ársfjórðungur,Starfsmenn á almennum vinnumarkaði,"Breyting frá fyrri ársfjórðungi, %",2.6
2019,2. ársfjórðungur,Starfsmenn á almennum vinnumarkaði,"Breyting frá fyrra ári, %",5.6
2019,2. ársfjórðungur,Opinberir starfsmenn - alls,Vísitala,255.6
2019,2. ársfjórðungur,Opinberir starfsmenn - alls,"Breyting frá fyrri ársfjórðungi, %",0.6
2019,2. ársfjórðungur,Opinberir starfsmenn - alls,"Breyting frá fyrra ári, %",4.7
2019,2. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,Vísitala,251.9
2019,2. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,"Breyting frá fyrri ársfjórðungi, %",0.2
2019,2. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,"Breyting frá fyrra ári, %",4.1
2019,2. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitala,259.6
2019,2. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Breyting frá fyrri ársfjórðungi, %",1
2019,2. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Breyting frá fyrra ári, %",5.3
2019,3. ársfjórðungur,Starfsmenn á almennum vinnumarkaði,Vísitala,266.6
