Mánuður,Vísitala,Liður,gildi
2022M02,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",4.2
2022M03,Vísitala neysluverðs,Vísitala,528.8
2022M03,Vísitala neysluverðs,"Mánaðarbreyting, %",0.94
2022M03,Vísitala neysluverðs,"Ársbreyting, %",6.7
2022M03,Vísitala neysluverðs án húsnæðis,Vísitala,443.9
2022M03,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.82
2022M03,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",4.6
2022M04,Vísitala neysluverðs,Vísitala,535.4
2022M04,Vísitala neysluverðs,"Mánaðarbreyting, %",1.25
2022M04,Vísitala neysluverðs,"Ársbreyting, %",7.2
2022M04,Vísitala neysluverðs án húsnæðis,Vísitala,448.3
2022M04,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.99
2022M04,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",5.3
2022M05,Vísitala neysluverðs,Vísitala,539.5
2022M05,Vísitala neysluverðs,"Mánaðarbreyting, %",0.77
2022M05,Vísitala neysluverðs,"Ársbreyting, %",7.6
2022M05,Vísitala neysluverðs án húsnæðis,Vísitala,450.2
2022M05,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.42
2022M05,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",5.5
2022M06,Vísitala neysluverðs,Vísitala,547.1
2022M06,Vísitala neysluverðs,"Mánaðarbreyting, %",1.41
2022M06,Vísitala neysluverðs,"Ársbreyting, %",8.8
2022M06,Vísitala neysluverðs án húsnæðis,Vísitala,455.1
2022M06,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",1.09
2022M06,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",6.5
2022M07,Vísitala neysluverðs,Vísitala,553.5
2022M07,Vísitala neysluverðs,"Mánaðarbreyting, %",1.17
2022M07,Vísitala neysluverðs,"Ársbreyting, %",9.9
2022M07,Vísitala neysluverðs án húsnæðis,Vísitala,459.4
2022M07,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.94
2022M07,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",7.5
2022M08,Vísitala neysluverðs,Vísitala,555.1
2022M08,Vísitala neysluverðs,"Mánaðarbreyting, %",0.29
2022M08,Vísitala neysluverðs,"Ársbreyting, %",9.7
2022M08,Vísitala neysluverðs án húsnæðis,Vísitala,459.6
2022M08,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.04
2022M08,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",7.1
2022M09,Vísitala neysluverðs,Vísitala,555.6
2022M09,Vísitala neysluverðs,"Mánaðarbreyting, %",0.09
2022M09,Vísitala neysluverðs,"Ársbreyting, %",9.3
2022M09,Vísitala neysluverðs án húsnæðis,Vísitala,460
2022M09,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.09
2022M09,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",7
2022M10,Vísitala neysluverðs,Vísitala,559.3
2022M10,Vísitala neysluverðs,"Mánaðarbreyting, %",0.67
2022M10,Vísitala neysluverðs,"Ársbreyting, %",9.4
2022M10,Vísitala neysluverðs án húsnæðis,Vísitala,463
2022M10,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.65
2022M10,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",7.2
2022M11,Vísitala neysluverðs,Vísitala,560.9
2022M11,Vísitala neysluverðs,"Mánaðarbreyting, %",0.29
2022M11,Vísitala neysluverðs,"Ársbreyting, %",9.3
2022M11,Vísitala neysluverðs án húsnæðis,Vísitala,463.3
2022M11,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.06
2022M11,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",7.1
2022M12,Vísitala neysluverðs,Vísitala,564.6
2022M12,Vísitala neysluverðs,"Mánaðarbreyting, %",0.66
2022M12,Vísitala neysluverðs,"Ársbreyting, %",9.6
2022M12,Vísitala neysluverðs án húsnæðis,Vísitala,466.8
2022M12,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.76
2022M12,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",7.5
2023M01,Vísitala neysluverðs,Vísitala,569.4
2023M01,Vísitala neysluverðs,"Mánaðarbreyting, %",0.85
2023M01,Vísitala neysluverðs,"Ársbreyting, %",9.9
2023M01,Vísitala neysluverðs án húsnæðis,Vísitala,470.9
2023M01,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.88
2023M01,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",8.3
2023M02,Vísitala neysluverðs,Vísitala,577.3
2023M02,Vísitala neysluverðs,"Mánaðarbreyting, %",1.39
2023M02,Vísitala neysluverðs,"Ársbreyting, %",10.2
2023M02,Vísitala neysluverðs án húsnæðis,Vísitala,479.4
2023M02,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",1.81
2023M02,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",8.9
2023M03,Vísitala neysluverðs,Vísitala,580.7
2023M03,Vísitala neysluverðs,"Mánaðarbreyting, %",0.59
2023M03,Vísitala neysluverðs,"Ársbreyting, %",9.8
2023M03,Vísitala neysluverðs án húsnæðis,Vísitala,481.9
2023M03,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.52
2023M03,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",8.6
2023M04,Vísitala neysluverðs,Vísitala,588.3
2023M04,Vísitala neysluverðs,"Mánaðarbreyting, %",1.31
2023M04,Vísitala neysluverðs,"Ársbreyting, %",9.9
2023M04,Vísitala neysluverðs án húsnæðis,Vísitala,487.1
2023M04,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",1.08
2023M04,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",8.7
2023M05,Vísitala neysluverðs,Vísitala,590.6
2023M05,Vísitala neysluverðs,"Mánaðarbreyting, %",0.39
2023M05,Vísitala neysluverðs,"Ársbreyting, %",9.5
2023M05,Vísitala neysluverðs án húsnæðis,Vísitala,487.8
2023M05,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.14
2023M05,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",8.4
2023M06,Vísitala neysluverðs,Vísitala,595.6
2023M06,Vísitala neysluverðs,"Mánaðarbreyting, %",0.85
2023M06,Vísitala neysluverðs,"Ársbreyting, %",8.9
2023M06,Vísitala neysluverðs án húsnæðis,Vísitala,491.1
2023M06,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.68
2023M06,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",7.9
2023M07,Vísitala neysluverðs,Vísitala,595.8
2023M07,Vísitala neysluverðs,"Mánaðarbreyting, %",0.03
2023M07,Vísitala neysluverðs,"Ársbreyting, %",7.6
2023M07,Vísitala neysluverðs án húsnæðis,Vísitala,492.1
2023M07,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.2
2023M07,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",7.1
2023M08,Vísitala neysluverðs,Vísitala,597.8
2023M08,Vísitala neysluverðs,"Mánaðarbreyting, %",0.34
2023M08,Vísitala neysluverðs,"Ársbreyting, %",7.7
2023M08,Vísitala neysluverðs án húsnæðis,Vísitala,494.5
2023M08,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.49
2023M08,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",7.6
2023M09,Vísitala neysluverðs,Vísitala,599.9
2023M09,Vísitala neysluverðs,"Mánaðarbreyting, %",0.35
2023M09,Vísitala neysluverðs,"Ársbreyting, %",8
2023M09,Vísitala neysluverðs án húsnæðis,Vísitala,495.4
2023M09,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.18
2023M09,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",7.7
2023M10,Vísitala neysluverðs,Vísitala,603.5
2023M10,Vísitala neysluverðs,"Mánaðarbreyting, %",0.6
2023M10,Vísitala neysluverðs,"Ársbreyting, %",7.9
2023M10,Vísitala neysluverðs án húsnæðis,Vísitala,496.8
2023M10,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.28
2023M10,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",7.3
2023M11,Vísitala neysluverðs,Vísitala,605.8
2023M11,Vísitala neysluverðs,"Mánaðarbreyting, %",0.38
2023M11,Vísitala neysluverðs,"Ársbreyting, %",8
2023M11,Vísitala neysluverðs án húsnæðis,Vísitala,496.6
2023M11,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",-0.04
2023M11,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",7.2
2023M12,Vísitala neysluverðs,Vísitala,608.3
2023M12,Vísitala neysluverðs,"Mánaðarbreyting, %",0.41
2023M12,Vísitala neysluverðs,"Ársbreyting, %",7.7
2023M12,Vísitala neysluverðs án húsnæðis,Vísitala,497.9
2023M12,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.26
2023M12,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",6.7
2024M01,Vísitala neysluverðs,Vísitala,607.3
2024M01,Vísitala neysluverðs,"Mánaðarbreyting, %",-0.16
2024M01,Vísitala neysluverðs,"Ársbreyting, %",6.7
2024M01,Vísitala neysluverðs án húsnæðis,Vísitala,495.4
2024M01,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",-0.5
2024M01,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",5.2
2024M02,Vísitala neysluverðs,Vísitala,615.4
2024M02,Vísitala neysluverðs,"Mánaðarbreyting, %",1.33
2024M02,Vísitala neysluverðs,"Ársbreyting, %",6.6
2024M02,Vísitala neysluverðs án húsnæðis,Vísitala,502
2024M02,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",1.33
2024M02,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",4.7
2024M03,Vísitala neysluverðs,Vísitala,620.3
2024M03,Vísitala neysluverðs,"Mánaðarbreyting, %",0.8
2024M03,Vísitala neysluverðs,"Ársbreyting, %",6.8
2024M03,Vísitala neysluverðs án húsnæðis,Vísitala,504.4
2024M03,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.48
2024M03,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",4.7
2024M04,Vísitala neysluverðs,Vísitala,623.7
2024M04,Vísitala neysluverðs,"Mánaðarbreyting, %",0.55
2024M04,Vísitala neysluverðs,"Ársbreyting, %",6
2024M04,Vísitala neysluverðs án húsnæðis,Vísitala,505.9
2024M04,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.3
2024M04,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",3.9
2024M05,Vísitala neysluverðs,Vísitala,627.3
2024M05,Vísitala neysluverðs,"Mánaðarbreyting, %",0.58
2024M05,Vísitala neysluverðs,"Ársbreyting, %",6.2
2024M05,Vísitala neysluverðs án húsnæðis,Vísitala,508.5
2024M05,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.51
2024M05,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",4.2
2024M06,Vísitala neysluverðs,Vísitala,630.3
2024M06,Vísitala neysluverðs,"Mánaðarbreyting, %",0.48
2024M06,Vísitala neysluverðs,"Ársbreyting, %",5.8
2024M06,Vísitala neysluverðs án húsnæðis,Vísitala,510.6
2024M06,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.41
2024M06,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",4
2024M07,Vísitala neysluverðs,Vísitala,633.2
2024M07,Vísitala neysluverðs,"Mánaðarbreyting, %",0.46
2024M07,Vísitala neysluverðs,"Ársbreyting, %",6.3
2024M07,Vísitala neysluverðs án húsnæðis,Vísitala,512.9
2024M07,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.45
2024M07,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",4.2
2024M08,Vísitala neysluverðs,Vísitala,633.8
2024M08,Vísitala neysluverðs,"Mánaðarbreyting, %",0.09
2024M08,Vísitala neysluverðs,"Ársbreyting, %",6
2024M08,Vísitala neysluverðs án húsnæðis,Vísitala,512.1
2024M08,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",-0.16
2024M08,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",3.6
2024M09,Vísitala neysluverðs,Vísitala,632.3
2024M09,Vísitala neysluverðs,"Mánaðarbreyting, %",-0.24
2024M09,Vísitala neysluverðs,"Ársbreyting, %",5.4
2024M09,Vísitala neysluverðs án húsnæðis,Vísitala,509.3
2024M09,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",-0.55
2024M09,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",2.8
2024M10,Vísitala neysluverðs,Vísitala,634.1
2024M10,Vísitala neysluverðs,"Mánaðarbreyting, %",0.28
2024M10,Vísitala neysluverðs,"Ársbreyting, %",5.1
2024M10,Vísitala neysluverðs án húsnæðis,Vísitala,510.8
2024M10,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.29
2024M10,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",2.8
2024M11,Vísitala neysluverðs,Vísitala,634.7
2024M11,Vísitala neysluverðs,"Mánaðarbreyting, %",0.09
2024M11,Vísitala neysluverðs,"Ársbreyting, %",4.8
2024M11,Vísitala neysluverðs án húsnæðis,Vísitala,509.8
2024M11,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",-0.2
2024M11,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",2.7
2024M12,Vísitala neysluverðs,Vísitala,637.2
2024M12,Vísitala neysluverðs,"Mánaðarbreyting, %",0.39
2024M12,Vísitala neysluverðs,"Ársbreyting, %",4.8
2024M12,Vísitala neysluverðs án húsnæðis,Vísitala,511.7
2024M12,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.37
2024M12,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",2.8
2025M01,Vísitala neysluverðs,Vísitala,635.5
2025M01,Vísitala neysluverðs,"Mánaðarbreyting, %",-0.27
2025M01,Vísitala neysluverðs,"Ársbreyting, %",4.6
2025M01,Vísitala neysluverðs án húsnæðis,Vísitala,510.2
2025M01,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",-0.29
2025M01,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",3
2025M02,Vísitala neysluverðs,Vísitala,641.3
2025M02,Vísitala neysluverðs,"Mánaðarbreyting, %",0.91
2025M02,Vísitala neysluverðs,"Ársbreyting, %",4.2
2025M02,Vísitala neysluverðs án húsnæðis,Vísitala,515.6
2025M02,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",1.06
2025M02,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",2.7
2025M03,Vísitala neysluverðs,Vísitala,643.7
2025M03,Vísitala neysluverðs,"Mánaðarbreyting, %",0.37
2025M03,Vísitala neysluverðs,"Ársbreyting, %",3.8
2025M03,Vísitala neysluverðs án húsnæðis,Vísitala,517.2
2025M03,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.31
2025M03,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",2.5
2025M04,Vísitala neysluverðs,Vísitala,649.7
2025M04,Vísitala neysluverðs,"Mánaðarbreyting, %",0.93
2025M04,Vísitala neysluverðs,"Ársbreyting, %",4.2
2025M04,Vísitala neysluverðs án húsnæðis,Vísitala,522
2025M04,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.93
2025M04,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",3.2
2025M05,Vísitala neysluverðs,Vísitala,651
2025M05,Vísitala neysluverðs,"Mánaðarbreyting, %",0.2
2025M05,Vísitala neysluverðs,"Ársbreyting, %",3.8
2025M05,Vísitala neysluverðs án húsnæðis,Vísitala,522.1
2025M05,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.02
2025M05,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",2.7
2025M06,Vísitala neysluverðs,Vísitala,656.5
2025M06,Vísitala neysluverðs,"Mánaðarbreyting, %",0.84
2025M06,Vísitala neysluverðs,"Ársbreyting, %",4.2
2025M06,Vísitala neysluverðs án húsnæðis,Vísitala,526.8
2025M06,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.9
2025M06,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",3.2
2025M07,Vísitala neysluverðs,Vísitala,658.6
2025M07,Vísitala neysluverðs,"Mánaðarbreyting, %",0.32
2025M07,Vísitala neysluverðs,"Ársbreyting, %",4
2025M07,Vísitala neysluverðs án húsnæðis,Vísitala,528.5
2025M07,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.32
2025M07,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",3
2025M08,Vísitala neysluverðs,Vísitala,657.6
2025M08,Vísitala neysluverðs,"Mánaðarbreyting, %",-0.15
2025M08,Vísitala neysluverðs,"Ársbreyting, %",3.8
2025M08,Vísitala neysluverðs án húsnæðis,Vísitala,526.5
2025M08,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",-0.38
2025M08,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",2.8
2025M09,Vísitala neysluverðs,Vísitala,658.3
2025M09,Vísitala neysluverðs,"Mánaðarbreyting, %",0.11
2025M09,Vísitala neysluverðs,"Ársbreyting, %",4.1
2025M09,Vísitala neysluverðs án húsnæðis,Vísitala,525.8
2025M09,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",-0.13
2025M09,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",3.2
2025M10,Vísitala neysluverðs,Vísitala,661.4
2025M10,Vísitala neysluverðs,"Mánaðarbreyting, %",0.47
2025M10,Vísitala neysluverðs,"Ársbreyting, %",4.3
2025M10,Vísitala neysluverðs án húsnæðis,Vísitala,527.7
2025M10,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.36
2025M10,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",3.3
2025M11,Vísitala neysluverðs,Vísitala,658.2
2025M11,Vísitala neysluverðs,"Mánaðarbreyting, %",-0.48
2025M11,Vísitala neysluverðs,"Ársbreyting, %",3.7
2025M11,Vísitala neysluverðs án húsnæðis,Vísitala,523.4
2025M11,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",-0.81
2025M11,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",2.7
2025M12,Vísitala neysluverðs,Vísitala,665.8
2025M12,Vísitala neysluverðs,"Mánaðarbreyting, %",1.15
2025M12,Vísitala neysluverðs,"Ársbreyting, %",4.5
2025M12,Vísitala neysluverðs án húsnæðis,Vísitala,531
2025M12,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",1.45
2025M12,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",3.8
2026M01,Vísitala neysluverðs,Vísitala,668.3
2026M01,Vísitala neysluverðs,"Mánaðarbreyting, %",0.38
2026M01,Vísitala neysluverðs,"Ársbreyting, %",5.2
2026M01,Vísitala neysluverðs án húsnæðis,Vísitala,533
2026M01,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.38
2026M01,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",4.5
2026M02,Vísitala neysluverðs,Vísitala,674.6
2026M02,Vísitala neysluverðs,"Mánaðarbreyting, %",0.94
2026M02,Vísitala neysluverðs,"Ársbreyting, %",5.2
2026M02,Vísitala neysluverðs án húsnæðis,Vísitala,538.8
2026M02,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",1.09
2026M02,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",4.5
2026M03,Vísitala neysluverðs,Vísitala,678.3
2026M03,Vísitala neysluverðs,"Mánaðarbreyting, %",0.55
2026M03,Vísitala neysluverðs,"Ársbreyting, %",5.4
2026M03,Vísitala neysluverðs án húsnæðis,Vísitala,542.4
2026M03,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.67
2026M03,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",4.9
2026M04,Vísitala neysluverðs,Vísitala,683.8
2026M04,Vísitala neysluverðs,"Mánaðarbreyting, %",0.81
2026M04,Vísitala neysluverðs,"Ársbreyting, %",5.2
2026M04,Vísitala neysluverðs án húsnæðis,Vísitala,547
2026M04,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.85
2026M04,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",4.8
2026M05,Vísitala neysluverðs,Vísitala,684.3
2026M05,Vísitala neysluverðs,"Mánaðarbreyting, %",0.07
2026M05,Vísitala neysluverðs,"Ársbreyting, %",5.1
2026M05,Vísitala neysluverðs án húsnæðis,Vísitala,546.3
2026M05,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",-0.13
2026M05,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",4.6
2026M06,Vísitala neysluverðs,Vísitala,690.7
2026M06,Vísitala neysluverðs,"Mánaðarbreyting, %",0.94
2026M06,Vísitala neysluverðs,"Ársbreyting, %",5.2
2026M06,Vísitala neysluverðs án húsnæðis,Vísitala,552.2
2026M06,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",1.08
2026M06,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",4.8
2026M07,Vísitala neysluverðs,Vísitala,693.2
2026M07,Vísitala neysluverðs,"Mánaðarbreyting, %",0.36
2026M07,Vísitala neysluverðs,"Ársbreyting, %",5.3
2026M07,Vísitala neysluverðs án húsnæðis,Vísitala,553.9
2026M07,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.31
2026M07,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",4.8
2026M08,Vísitala neysluverðs,Vísitala,694.6
2026M08,Vísitala neysluverðs,"Mánaðarbreyting, %",0.2
2026M08,Vísitala neysluverðs,"Ársbreyting, %",5.6
2026M08,Vísitala neysluverðs án húsnæðis,Vísitala,553.8
2026M08,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",-0.02
2026M08,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",5.2
