Mánuður,Vísitala,Liður,gildi
1999M11,Vísitala neysluverðs,"Mánaðarbreyting, %",0
1999M11,Vísitala neysluverðs,"Ársbreyting, %",5
1999M11,Vísitala neysluverðs án húsnæðis,Vísitala,194.1
1999M11,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0
1999M11,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",3.8
1999M12,Vísitala neysluverðs,Vísitala,194
1999M12,Vísitala neysluverðs,"Mánaðarbreyting, %",0.36
1999M12,Vísitala neysluverðs,"Ársbreyting, %",5.6
1999M12,Vísitala neysluverðs án húsnæðis,Vísitala,194.5
1999M12,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.21
1999M12,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",4.3
2000M01,Vísitala neysluverðs,Vísitala,195.5
2000M01,Vísitala neysluverðs,"Mánaðarbreyting, %",0.77
2000M01,Vísitala neysluverðs,"Ársbreyting, %",5.8
2000M01,Vísitala neysluverðs án húsnæðis,Vísitala,195.4
2000M01,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.46
2000M01,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",4.3
2000M02,Vísitala neysluverðs,Vísitala,194.9
2000M02,Vísitala neysluverðs,"Mánaðarbreyting, %",-0.31
2000M02,Vísitala neysluverðs,"Ársbreyting, %",5.6
2000M02,Vísitala neysluverðs án húsnæðis,Vísitala,194.7
2000M02,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",-0.36
2000M02,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",4.1
2000M03,Vísitala neysluverðs,Vísitala,196.4
2000M03,Vísitala neysluverðs,"Mánaðarbreyting, %",0.77
2000M03,Vísitala neysluverðs,"Ársbreyting, %",5.9
2000M03,Vísitala neysluverðs án húsnæðis,Vísitala,195.7
2000M03,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.51
2000M03,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",4.2
2000M04,Vísitala neysluverðs,Vísitala,197.6
2000M04,Vísitala neysluverðs,"Mánaðarbreyting, %",0.61
2000M04,Vísitala neysluverðs,"Ársbreyting, %",6
2000M04,Vísitala neysluverðs án húsnæðis,Vísitala,196.7
2000M04,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.51
2000M04,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",4.5
2000M05,Vísitala neysluverðs,Vísitala,198.4
2000M05,Vísitala neysluverðs,"Mánaðarbreyting, %",0.4
2000M05,Vísitala neysluverðs,"Ársbreyting, %",5.9
2000M05,Vísitala neysluverðs án húsnæðis,Vísitala,197.1
2000M05,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.2
2000M05,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",4
2000M06,Vísitala neysluverðs,Vísitala,199.1
2000M06,Vísitala neysluverðs,"Mánaðarbreyting, %",0.35
2000M06,Vísitala neysluverðs,"Ársbreyting, %",5.5
2000M06,Vísitala neysluverðs án húsnæðis,Vísitala,197.7
2000M06,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.3
2000M06,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",3.7
2000M07,Vísitala neysluverðs,Vísitala,200.1
2000M07,Vísitala neysluverðs,"Mánaðarbreyting, %",0.5
2000M07,Vísitala neysluverðs,"Ársbreyting, %",5.6
2000M07,Vísitala neysluverðs án húsnæðis,Vísitala,198.9
2000M07,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.61
2000M07,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",4.1
2000M08,Vísitala neysluverðs,Vísitala,199.1
2000M08,Vísitala neysluverðs,"Mánaðarbreyting, %",-0.5
2000M08,Vísitala neysluverðs,"Ársbreyting, %",4.7
2000M08,Vísitala neysluverðs án húsnæðis,Vísitala,197.6
2000M08,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",-0.65
2000M08,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",3.1
2000M09,Vísitala neysluverðs,Vísitala,199.5
2000M09,Vísitala neysluverðs,"Mánaðarbreyting, %",0.2
2000M09,Vísitala neysluverðs,"Ársbreyting, %",4
2000M09,Vísitala neysluverðs án húsnæðis,Vísitala,197.9
2000M09,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.15
2000M09,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",2.6
2000M10,Vísitala neysluverðs,Vísitala,201.5
2000M10,Vísitala neysluverðs,"Mánaðarbreyting, %",1
2000M10,Vísitala neysluverðs,"Ársbreyting, %",4.2
2000M10,Vísitala neysluverðs án húsnæðis,Vísitala,200.1
2000M10,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",1.11
2000M10,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",3.1
2000M11,Vísitala neysluverðs,Vísitala,202.1
2000M11,Vísitala neysluverðs,"Mánaðarbreyting, %",0.3
2000M11,Vísitala neysluverðs,"Ársbreyting, %",4.6
2000M11,Vísitala neysluverðs án húsnæðis,Vísitala,200.5
2000M11,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.2
2000M11,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",3.3
2000M12,Vísitala neysluverðs,Vísitala,202.1
2000M12,Vísitala neysluverðs,"Mánaðarbreyting, %",0
2000M12,Vísitala neysluverðs,"Ársbreyting, %",4.2
2000M12,Vísitala neysluverðs án húsnæðis,Vísitala,200.3
2000M12,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",-0.1
2000M12,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",3
2001M01,Vísitala neysluverðs,Vísitala,202.4
2001M01,Vísitala neysluverðs,"Mánaðarbreyting, %",0.15
2001M01,Vísitala neysluverðs,"Ársbreyting, %",3.5
2001M01,Vísitala neysluverðs án húsnæðis,Vísitala,201
2001M01,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.35
2001M01,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",2.9
2001M02,Vísitala neysluverðs,Vísitala,202.8
2001M02,Vísitala neysluverðs,"Mánaðarbreyting, %",0.2
2001M02,Vísitala neysluverðs,"Ársbreyting, %",4.1
2001M02,Vísitala neysluverðs án húsnæðis,Vísitala,201.1
2001M02,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.05
2001M02,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",3.3
2001M03,Vísitala neysluverðs,Vísitala,204
2001M03,Vísitala neysluverðs,"Mánaðarbreyting, %",0.59
2001M03,Vísitala neysluverðs,"Ársbreyting, %",3.9
2001M03,Vísitala neysluverðs án húsnæðis,Vísitala,202.5
2001M03,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.7
2001M03,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",3.5
2001M04,Vísitala neysluverðs,Vísitala,206.5
2001M04,Vísitala neysluverðs,"Mánaðarbreyting, %",1.23
2001M04,Vísitala neysluverðs,"Ársbreyting, %",4.5
2001M04,Vísitala neysluverðs án húsnæðis,Vísitala,205
2001M04,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",1.23
2001M04,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",4.2
2001M05,Vísitala neysluverðs,Vísitala,209.4
2001M05,Vísitala neysluverðs,"Mánaðarbreyting, %",1.4
2001M05,Vísitala neysluverðs,"Ársbreyting, %",5.5
2001M05,Vísitala neysluverðs án húsnæðis,Vísitala,208
2001M05,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",1.46
2001M05,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",5.5
2001M06,Vísitala neysluverðs,Vísitala,212.6
2001M06,Vísitala neysluverðs,"Mánaðarbreyting, %",1.53
2001M06,Vísitala neysluverðs,"Ársbreyting, %",6.8
2001M06,Vísitala neysluverðs án húsnæðis,Vísitala,211.7
2001M06,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",1.78
2001M06,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",7.1
2001M07,Vísitala neysluverðs,Vísitala,214.2
2001M07,Vísitala neysluverðs,"Mánaðarbreyting, %",0.75
2001M07,Vísitala neysluverðs,"Ársbreyting, %",7
2001M07,Vísitala neysluverðs án húsnæðis,Vísitala,213.5
2001M07,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.85
2001M07,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",7.3
2001M08,Vísitala neysluverðs,Vísitala,214.9
2001M08,Vísitala neysluverðs,"Mánaðarbreyting, %",0.33
2001M08,Vísitala neysluverðs,"Ársbreyting, %",7.9
2001M08,Vísitala neysluverðs án húsnæðis,Vísitala,214.1
2001M08,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.28
2001M08,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",8.4
2001M09,Vísitala neysluverðs,Vísitala,216.3
2001M09,Vísitala neysluverðs,"Mánaðarbreyting, %",0.65
2001M09,Vísitala neysluverðs,"Ársbreyting, %",8.4
2001M09,Vísitala neysluverðs án húsnæðis,Vísitala,215.7
2001M09,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.75
2001M09,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",9
2001M10,Vísitala neysluverðs,Vísitala,217.7
2001M10,Vísitala neysluverðs,"Mánaðarbreyting, %",0.65
2001M10,Vísitala neysluverðs,"Ársbreyting, %",8
2001M10,Vísitala neysluverðs án húsnæðis,Vísitala,217.3
2001M10,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.74
2001M10,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",8.6
2001M11,Vísitala neysluverðs,Vísitala,218.5
2001M11,Vísitala neysluverðs,"Mánaðarbreyting, %",0.37
2001M11,Vísitala neysluverðs,"Ársbreyting, %",8.1
2001M11,Vísitala neysluverðs án húsnæðis,Vísitala,218.1
2001M11,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.37
2001M11,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",8.8
2001M12,Vísitala neysluverðs,Vísitala,219.5
2001M12,Vísitala neysluverðs,"Mánaðarbreyting, %",0.46
2001M12,Vísitala neysluverðs,"Ársbreyting, %",8.6
2001M12,Vísitala neysluverðs án húsnæðis,Vísitala,219.1
2001M12,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.46
2001M12,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",9.4
2002M01,Vísitala neysluverðs,Vísitala,221.5
2002M01,Vísitala neysluverðs,"Mánaðarbreyting, %",0.91
2002M01,Vísitala neysluverðs,"Ársbreyting, %",9.4
2002M01,Vísitala neysluverðs án húsnæðis,Vísitala,221
2002M01,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.87
2002M01,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",10
2002M02,Vísitala neysluverðs,Vísitala,220.9
2002M02,Vísitala neysluverðs,"Mánaðarbreyting, %",-0.27
2002M02,Vísitala neysluverðs,"Ársbreyting, %",8.9
2002M02,Vísitala neysluverðs án húsnæðis,Vísitala,220.2
2002M02,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",-0.36
2002M02,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",9.5
2002M03,Vísitala neysluverðs,Vísitala,221.8
2002M03,Vísitala neysluverðs,"Mánaðarbreyting, %",0.41
2002M03,Vísitala neysluverðs,"Ársbreyting, %",8.7
2002M03,Vísitala neysluverðs án húsnæðis,Vísitala,221.2
2002M03,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.45
2002M03,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",9.2
2002M04,Vísitala neysluverðs,Vísitala,221.9
2002M04,Vísitala neysluverðs,"Mánaðarbreyting, %",0.05
2002M04,Vísitala neysluverðs,"Ársbreyting, %",7.5
2002M04,Vísitala neysluverðs án húsnæðis,Vísitala,220.8
2002M04,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",-0.18
2002M04,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",7.7
2002M05,Vísitala neysluverðs,Vísitala,221.8
2002M05,Vísitala neysluverðs,"Mánaðarbreyting, %",-0.05
2002M05,Vísitala neysluverðs,"Ársbreyting, %",5.9
2002M05,Vísitala neysluverðs án húsnæðis,Vísitala,220.7
2002M05,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",-0.05
2002M05,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",6.1
2002M06,Vísitala neysluverðs,Vísitala,222.8
2002M06,Vísitala neysluverðs,"Mánaðarbreyting, %",0.45
2002M06,Vísitala neysluverðs,"Ársbreyting, %",4.8
2002M06,Vísitala neysluverðs án húsnæðis,Vísitala,221.8
2002M06,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.5
2002M06,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",4.8
2002M07,Vísitala neysluverðs,Vísitala,223
2002M07,Vísitala neysluverðs,"Mánaðarbreyting, %",0.09
2002M07,Vísitala neysluverðs,"Ársbreyting, %",4.1
2002M07,Vísitala neysluverðs án húsnæðis,Vísitala,221.8
2002M07,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0
2002M07,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",3.9
2002M08,Vísitala neysluverðs,Vísitala,221.8
2002M08,Vísitala neysluverðs,"Mánaðarbreyting, %",-0.54
2002M08,Vísitala neysluverðs,"Ársbreyting, %",3.2
2002M08,Vísitala neysluverðs án húsnæðis,Vísitala,220.2
2002M08,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",-0.72
2002M08,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",2.8
2002M09,Vísitala neysluverðs,Vísitala,222.9
2002M09,Vísitala neysluverðs,"Mánaðarbreyting, %",0.5
2002M09,Vísitala neysluverðs,"Ársbreyting, %",3.1
2002M09,Vísitala neysluverðs án húsnæðis,Vísitala,221.1
2002M09,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.41
2002M09,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",2.5
2002M10,Vísitala neysluverðs,Vísitala,224.1
2002M10,Vísitala neysluverðs,"Mánaðarbreyting, %",0.54
2002M10,Vísitala neysluverðs,"Ársbreyting, %",2.9
2002M10,Vísitala neysluverðs án húsnæðis,Vísitala,222.4
2002M10,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.59
2002M10,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",2.3
2002M11,Vísitala neysluverðs,Vísitala,223.7
2002M11,Vísitala neysluverðs,"Mánaðarbreyting, %",-0.18
2002M11,Vísitala neysluverðs,"Ársbreyting, %",2.4
2002M11,Vísitala neysluverðs án húsnæðis,Vísitala,221.7
2002M11,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",-0.31
2002M11,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",1.7
2002M12,Vísitala neysluverðs,Vísitala,223.9
2002M12,Vísitala neysluverðs,"Mánaðarbreyting, %",0.09
2002M12,Vísitala neysluverðs,"Ársbreyting, %",2
2002M12,Vísitala neysluverðs án húsnæðis,Vísitala,221.4
2002M12,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",-0.14
2002M12,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",1
2003M01,Vísitala neysluverðs,Vísitala,224.7
2003M01,Vísitala neysluverðs,"Mánaðarbreyting, %",0.36
2003M01,Vísitala neysluverðs,"Ársbreyting, %",1.4
2003M01,Vísitala neysluverðs án húsnæðis,Vísitala,221.7
2003M01,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.14
2003M01,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",0.3
2003M02,Vísitala neysluverðs,Vísitala,224.3
2003M02,Vísitala neysluverðs,"Mánaðarbreyting, %",-0.18
2003M02,Vísitala neysluverðs,"Ársbreyting, %",1.5
2003M02,Vísitala neysluverðs án húsnæðis,Vísitala,220.9
2003M02,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",-0.36
2003M02,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",0.3
2003M03,Vísitala neysluverðs,Vísitala,226.7
2003M03,Vísitala neysluverðs,"Mánaðarbreyting, %",1.07
2003M03,Vísitala neysluverðs,"Ársbreyting, %",2.2
2003M03,Vísitala neysluverðs án húsnæðis,Vísitala,223.3
2003M03,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",1.09
2003M03,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",0.9
2003M04,Vísitala neysluverðs,Vísitala,227
2003M04,Vísitala neysluverðs,"Mánaðarbreyting, %",0.13
2003M04,Vísitala neysluverðs,"Ársbreyting, %",2.3
2003M04,Vísitala neysluverðs án húsnæðis,Vísitala,223.3
2003M04,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0
2003M04,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",1.1
2003M05,Vísitala neysluverðs,Vísitala,226.6
2003M05,Vísitala neysluverðs,"Mánaðarbreyting, %",-0.18
2003M05,Vísitala neysluverðs,"Ársbreyting, %",2.2
2003M05,Vísitala neysluverðs án húsnæðis,Vísitala,222.6
2003M05,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",-0.31
2003M05,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",0.9
2003M06,Vísitala neysluverðs,Vísitala,226.8
2003M06,Vísitala neysluverðs,"Mánaðarbreyting, %",0.09
2003M06,Vísitala neysluverðs,"Ársbreyting, %",1.8
2003M06,Vísitala neysluverðs án húsnæðis,Vísitala,222.6
2003M06,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0
2003M06,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",0.4
2003M07,Vísitala neysluverðs,Vísitala,226.5
2003M07,Vísitala neysluverðs,"Mánaðarbreyting, %",-0.13
2003M07,Vísitala neysluverðs,"Ársbreyting, %",1.6
2003M07,Vísitala neysluverðs án húsnæðis,Vísitala,221.8
2003M07,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",-0.36
2003M07,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",0
2003M08,Vísitala neysluverðs,Vísitala,226.3
2003M08,Vísitala neysluverðs,"Mánaðarbreyting, %",-0.09
2003M08,Vísitala neysluverðs,"Ársbreyting, %",2
2003M08,Vísitala neysluverðs án húsnæðis,Vísitala,221
2003M08,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",-0.36
2003M08,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",0.4
2003M09,Vísitala neysluverðs,Vísitala,227.9
2003M09,Vísitala neysluverðs,"Mánaðarbreyting, %",0.71
2003M09,Vísitala neysluverðs,"Ársbreyting, %",2.2
2003M09,Vísitala neysluverðs án húsnæðis,Vísitala,222.7
2003M09,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.77
2003M09,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",0.7
2003M10,Vísitala neysluverðs,Vísitala,229
2003M10,Vísitala neysluverðs,"Mánaðarbreyting, %",0.48
2003M10,Vísitala neysluverðs,"Ársbreyting, %",2.2
2003M10,Vísitala neysluverðs án húsnæðis,Vísitala,223.7
2003M10,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.45
2003M10,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",0.6
2003M11,Vísitala neysluverðs,Vísitala,229.3
2003M11,Vísitala neysluverðs,"Mánaðarbreyting, %",0.13
2003M11,Vísitala neysluverðs,"Ársbreyting, %",2.5
2003M11,Vísitala neysluverðs án húsnæðis,Vísitala,224.1
2003M11,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.18
2003M11,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",1.1
2003M12,Vísitala neysluverðs,Vísitala,230
2003M12,Vísitala neysluverðs,"Mánaðarbreyting, %",0.31
2003M12,Vísitala neysluverðs,"Ársbreyting, %",2.7
2003M12,Vísitala neysluverðs án húsnæðis,Vísitala,224.7
2003M12,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.27
2003M12,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",1.5
2004M01,Vísitala neysluverðs,Vísitala,230.1
2004M01,Vísitala neysluverðs,"Mánaðarbreyting, %",0.04
2004M01,Vísitala neysluverðs,"Ársbreyting, %",2.4
2004M01,Vísitala neysluverðs án húsnæðis,Vísitala,224.5
2004M01,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",-0.09
2004M01,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",1.3
2004M02,Vísitala neysluverðs,Vísitala,229.4
2004M02,Vísitala neysluverðs,"Mánaðarbreyting, %",-0.3
2004M02,Vísitala neysluverðs,"Ársbreyting, %",2.3
2004M02,Vísitala neysluverðs án húsnæðis,Vísitala,223.5
2004M02,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",-0.45
2004M02,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",1.2
2004M03,Vísitala neysluverðs,Vísitala,230.7
2004M03,Vísitala neysluverðs,"Mánaðarbreyting, %",0.57
2004M03,Vísitala neysluverðs,"Ársbreyting, %",1.8
2004M03,Vísitala neysluverðs án húsnæðis,Vísitala,224.9
2004M03,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.63
2004M03,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",0.7
2004M04,Vísitala neysluverðs,Vísitala,232
2004M04,Vísitala neysluverðs,"Mánaðarbreyting, %",0.56
2004M04,Vísitala neysluverðs,"Ársbreyting, %",2.2
2004M04,Vísitala neysluverðs án húsnæðis,Vísitala,225.9
2004M04,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.44
2004M04,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",1.2
2004M05,Vísitala neysluverðs,Vísitala,233.9
2004M05,Vísitala neysluverðs,"Mánaðarbreyting, %",0.82
2004M05,Vísitala neysluverðs,"Ársbreyting, %",3.2
2004M05,Vísitala neysluverðs án húsnæðis,Vísitala,227.4
2004M05,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.66
2004M05,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",2.2
2004M06,Vísitala neysluverðs,Vísitala,235.7
2004M06,Vísitala neysluverðs,"Mánaðarbreyting, %",0.77
2004M06,Vísitala neysluverðs,"Ársbreyting, %",3.9
2004M06,Vísitala neysluverðs án húsnæðis,Vísitala,228.7
2004M06,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.57
2004M06,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",2.7
2004M07,Vísitala neysluverðs,Vísitala,234.6
2004M07,Vísitala neysluverðs,"Mánaðarbreyting, %",-0.47
2004M07,Vísitala neysluverðs,"Ársbreyting, %",3.6
2004M07,Vísitala neysluverðs án húsnæðis,Vísitala,227.7
2004M07,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",-0.44
2004M07,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",2.7
2004M08,Vísitala neysluverðs,Vísitala,234.6
2004M08,Vísitala neysluverðs,"Mánaðarbreyting, %",0
2004M08,Vísitala neysluverðs,"Ársbreyting, %",3.7
2004M08,Vísitala neysluverðs án húsnæðis,Vísitala,227.3
2004M08,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",-0.18
2004M08,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",2.9
2004M09,Vísitala neysluverðs,Vísitala,235.6
2004M09,Vísitala neysluverðs,"Mánaðarbreyting, %",0.43
2004M09,Vísitala neysluverðs,"Ársbreyting, %",3.4
2004M09,Vísitala neysluverðs án húsnæðis,Vísitala,228.2
2004M09,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.4
2004M09,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",2.5
2004M10,Vísitala neysluverðs,Vísitala,237.4
2004M10,Vísitala neysluverðs,"Mánaðarbreyting, %",0.76
2004M10,Vísitala neysluverðs,"Ársbreyting, %",3.7
2004M10,Vísitala neysluverðs án húsnæðis,Vísitala,229.8
2004M10,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.7
2004M10,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",2.7
2004M11,Vísitala neysluverðs,Vísitala,237.9
2004M11,Vísitala neysluverðs,"Mánaðarbreyting, %",0.21
2004M11,Vísitala neysluverðs,"Ársbreyting, %",3.8
2004M11,Vísitala neysluverðs án húsnæðis,Vísitala,229.8
2004M11,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0
2004M11,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",2.5
2004M12,Vísitala neysluverðs,Vísitala,239
2004M12,Vísitala neysluverðs,"Mánaðarbreyting, %",0.46
2004M12,Vísitala neysluverðs,"Ársbreyting, %",3.9
2004M12,Vísitala neysluverðs án húsnæðis,Vísitala,230.5
2004M12,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.3
2004M12,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",2.6
2005M01,Vísitala neysluverðs,Vísitala,239.2
2005M01,Vísitala neysluverðs,"Mánaðarbreyting, %",0.08
2005M01,Vísitala neysluverðs,"Ársbreyting, %",4
2005M01,Vísitala neysluverðs án húsnæðis,Vísitala,229.2
2005M01,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",-0.56
2005M01,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",2.1
2005M02,Vísitala neysluverðs,Vísitala,239.7
2005M02,Vísitala neysluverðs,"Mánaðarbreyting, %",0.21
2005M02,Vísitala neysluverðs,"Ársbreyting, %",4.5
2005M02,Vísitala neysluverðs án húsnæðis,Vísitala,228.6
2005M02,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",-0.26
2005M02,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",2.3
2005M03,Vísitala neysluverðs,Vísitala,241.5
2005M03,Vísitala neysluverðs,"Mánaðarbreyting, %",0.75
2005M03,Vísitala neysluverðs,"Ársbreyting, %",4.7
2005M03,Vísitala neysluverðs án húsnæðis,Vísitala,229.4
2005M03,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.35
2005M03,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",2
2005M04,Vísitala neysluverðs,Vísitala,242
2005M04,Vísitala neysluverðs,"Mánaðarbreyting, %",0.21
2005M04,Vísitala neysluverðs,"Ársbreyting, %",4.3
2005M04,Vísitala neysluverðs án húsnæðis,Vísitala,228.3
2005M04,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",-0.48
2005M04,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",1.1
2005M05,Vísitala neysluverðs,Vísitala,240.7
2005M05,Vísitala neysluverðs,"Mánaðarbreyting, %",-0.54
2005M05,Vísitala neysluverðs,"Ársbreyting, %",2.9
2005M05,Vísitala neysluverðs án húsnæðis,Vísitala,227.4
2005M05,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",-0.39
2005M05,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",0
2005M06,Vísitala neysluverðs,Vísitala,242.4
